名称,市場,33業種区分,17業種区分,売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),時価総額（百万円）,自己資本比率,ROE,ROA,発行済株式数
ユニリタ,東証JQS,情報・通信業,情報通信・サービスその他 ,6941.0,1455.0,1555.0,1056.0,13624.0,10700.0,1330.0,5.0,14314.0,78.5,10.19,8.08,8500000.0
LCホールディングス,東証JQG,不動産業,不動産 ,6946.0,625.0,590.0,-284.0,28249.0,5039.0,1199.0,14146.0,7507.0,17.8,-5.43,-1.02,5560400.0
エムジーホーム,東証2部,不動産業,不動産 ,6965.0,514.0,502.0,409.0,6196.0,2060.0,1168.0,2204.0,2589.0,33.2,22.01,7.44,2906048.0
森尾電機,東証2部,電気機器,電機・精密 ,6986.0,265.0,260.0,151.0,8159.0,3568.0,1048.0,2435.0,3662.0,43.7,4.27,1.87,14250000.0
メディアフラッグ,マザーズ,サービス業,情報通信・サービスその他 ,6990.0,308.0,254.0,198.0,4395.0,946.0,297.0,2591.0,2881.0,21.5,23.64,3.98,4942494.0
ミライアル,東証1部,化学,素材・化学 ,6994.0,469.0,708.0,48.0,20081.0,15523.0,1111.0,1435.0,14259.0,77.3,0.31,0.25,10120000.0
石井鐵工所,東証1部,機械,機械 ,6996.0,341.0,300.0,199.0,17053.0,8901.0,1892.0,1300.0,6368.0,52.2,2.25,1.12,3784000.0
ぱど,東証JQG,サービス業,情報通信・サービスその他 ,6997.0,-311.0,-338.0,-561.0,3512.0,1018.0,1026.0,780.0,10756.0,29.0,-70.34,-16.54,19003115.0
KeePer技研,東証1部,サービス業,情報通信・サービスその他 ,6999.0,1015.0,1017.0,649.0,5789.0,3918.0,1345.0,610.0,18960.0,67.7,17.01,11.79,14086020.0
シリコンスタジオ,マザーズ,情報・通信業,情報通信・サービスその他 ,7001.0,-411.0,-428.0,-499.0,3860.0,2699.0,133.0,303.0,12869.0,69.9,-16.92,-11.6,2548300.0
フォーライフ,マザーズ,不動産業,不動産 ,7024.0,576.0,553.0,375.0,3400.0,2118.0,154.0,718.0,3060.0,62.3,20.46,11.71,1000000.0
エヌエフ回路設計ブロック,東証JQS,電気機器,電機・精密 ,7044.0,589.0,586.0,380.0,10806.0,7428.0,2000.0,1519.0,9653.0,68.7,5.22,3.56,6330000.0
No．1,東証JQS,卸売業,商社・卸売 ,7057.0,304.0,290.0,191.0,2993.0,1043.0,306.0,557.0,3163.0,34.8,23.51,6.96,1555900.0
グリーンランドリゾート,東証2部,サービス業,情報通信・サービスその他 ,7061.0,257.0,230.0,142.0,21738.0,10710.0,4180.0,7265.0,4356.0,49.3,1.33,0.65,10346683.0
ANAP,東証JQS,小売業,小売 ,7078.0,-60.0,-68.0,-20.0,3058.0,1226.0,297.0,1029.0,3123.0,40.1,-1.59,-0.6,4481000.0
グリムス,東証JQS,卸売業,商社・卸売 ,7109.0,752.0,802.0,505.0,5363.0,2916.0,599.0,1592.0,10283.0,54.4,18.79,9.9,3881800.0
ユニバーサル園芸社,東証JQS,サービス業,情報通信・サービスその他 ,7118.0,829.0,931.0,625.0,7428.0,6150.0,172.0,165.0,10130.0,82.8,10.66,8.45,5025000.0
フライングガーデン,東証JQS,小売業,小売 ,7145.0,299.0,312.0,188.0,3031.0,1387.0,579.0,404.0,4782.0,45.8,14.3,6.06,1449168.0
オプトエレクトロニクス,東証JQS,電気機器,電機・精密 ,7147.0,515.0,457.0,297.0,13896.0,5513.0,942.0,6592.0,5887.0,39.7,5.12,2.18,6578000.0
イデアインターナショナル,東証JQG,卸売業,商社・卸売 ,7205.0,401.0,334.0,295.0,4396.0,905.0,79.0,2500.0,14438.0,20.6,39.05,7.35,14717350.0
東葛ホールディングス,東証JQS,小売業,小売 ,7219.0,412.0,421.0,276.0,6315.0,3724.0,211.0,1420.0,2178.0,59.0,7.65,4.3,4840000.0
日住サービス,東証2部,不動産業,不動産 ,7227.0,377.0,378.0,395.0,9200.0,5201.0,1568.0,1961.0,4875.0,56.5,7.79,4.31,1989845.0
不二ラテックス,東証JQS,ゴム製品,自動車・輸送機 ,7230.0,550.0,507.0,392.0,9512.0,2858.0,643.0,3923.0,4180.0,30.0,14.64,4.33,12861992.0
ブイキューブ,東証1部,情報・通信業,情報通信・サービスその他 ,7239.0,36.0,-197.0,-527.0,10502.0,3613.0,2188.0,5085.0,12055.0,34.4,-13.35,-5.1,19381600.0
オートウェーブ,東証JQS,小売業,小売 ,7262.0,137.0,177.0,163.0,8852.0,2818.0,100.0,4023.0,1734.0,31.8,5.96,1.82,14451000.0
ハウスフリーダム,福岡Q,不動産業,不動産 ,7273.0,300.0,257.0,123.0,7818.0,1862.0,328.0,5052.0,2047.0,23.8,6.57,1.6,4110000.0
シーティーエス,東証1部,サービス業,情報通信・サービスその他 ,7284.0,1178.0,1130.0,799.0,8662.0,3620.0,425.0,1000.0,33734.0,41.8,23.18,9.54,44800000.0
ホリイフードサービス,東証JQS,小売業,小売 ,7292.0,61.0,44.0,-502.0,4717.0,2682.0,292.0,740.0,6118.0,56.9,-17.04,-9.77,5670000.0
アドバンスクリエイト,東証1部,保険業,金融（除く銀行） ,7295.0,954.0,926.0,582.0,6960.0,4562.0,2915.0,100.0,21393.0,65.5,12.43,8.13,10999100.0
ハチバン,東証JQS,小売業,小売 ,7312.0,427.0,546.0,565.0,5006.0,3421.0,1518.0,106.0,10554.0,68.3,14.43,10.13,3068111.0
山王,東証JQS,金属製品,建設・資材 ,7317.0,8.0,23.0,68.0,9057.0,5122.0,962.0,2557.0,6705.0,56.6,1.37,0.77,5000000.0
ティーライフ,東証1部,小売業,小売 ,7320.0,481.0,546.0,458.0,5430.0,4187.0,356.0,299.0,6163.0,77.1,11.31,8.46,4250000.0
アルテ サロン ホールディングス,東証JQS,サービス業,情報通信・サービスその他 ,7324.0,369.0,427.0,211.0,7393.0,2380.0,324.0,2684.0,4173.0,32.2,9.15,2.88,5330000.0
エッチ・ケー・エス,東証JQS,輸送用機器,自動車・輸送機 ,7336.0,477.0,436.0,382.0,11972.0,8241.0,878.0,1713.0,3496.0,68.8,4.64,3.34,4000000.0
医学生物学研究所,東証JQS,医薬品,医薬品 ,7348.0,85.0,64.0,188.0,10296.0,6966.0,4482.0,2183.0,13212.0,67.7,2.73,1.72,26059000.0
共和工業所,東証JQS,金属製品,建設・資材 ,7357.0,669.0,715.0,539.0,11634.0,9735.0,592.0,75.0,7269.0,83.7,5.75,4.91,6800000.0
オーエス,東証2部,サービス業,情報通信・サービスその他 ,7381.0,766.0,630.0,466.0,31393.0,9321.0,800.0,15735.0,11088.0,29.7,5.14,1.49,3200000.0
アビスト,東証1部,サービス業,情報通信・サービスその他 ,7387.0,1285.0,1293.0,862.0,5544.0,4073.0,1026.0,30.0,19363.0,73.5,23.04,16.6,3980000.0
グッドコムアセット,東証2部,不動産業,不動産 ,7393.0,929.0,868.0,563.0,5862.0,1814.0,91.0,3125.0,5139.0,30.9,36.49,9.3,3035600.0
ニレコ,東証JQS,電気機器,電機・精密 ,7401.0,537.0,572.0,368.0,14127.0,11715.0,3072.0,858.0,7292.0,82.9,3.2,2.69,8305249.0
キャリア,マザーズ,サービス業,情報通信・サービスその他 ,7415.0,417.0,417.0,263.0,1977.0,1023.0,154.0,123.0,17118.0,51.7,34.05,14.53,4301040.0
中広,東証1部,サービス業,情報通信・サービスその他 ,7425.0,489.0,488.0,349.0,3737.0,1884.0,404.0,726.0,5776.0,50.4,20.0,9.69,7044000.0
コスモ・バイオ,東証JQS,卸売業,商社・卸売 ,7427.0,514.0,483.0,254.0,7934.0,6135.0,918.0,20.0,7856.0,77.3,4.2,3.23,6048000.0
アルファ,東証JQS,サービス業,情報通信・サービスその他 ,7450.0,205.0,211.0,-44.0,5177.0,2351.0,409.0,803.0,1968.0,45.4,-1.87,-0.85,9154442.0
明星電気,東証2部,電気機器,電機・精密 ,7458.0,-247.0,-245.0,-394.0,10621.0,5366.0,2996.0,816.0,14209.0,50.5,-6.99,-3.6,132796338.0
フィンテック グローバル,マザーズ,その他金融業,金融（除く銀行） ,7485.0,-1031.0,-1369.0,-1384.0,10975.0,6261.0,4548.0,3734.0,18299.0,57.0,-19.65,-12.07,161935300.0
堀田丸正,東証2部,卸売業,商社・卸売 ,7488.0,86.0,108.0,86.0,4460.0,2821.0,1975.0,257.0,24274.0,63.3,2.93,1.82,59640348.0
明豊エンタープライズ,東証JQS,不動産業,不動産 ,7496.0,675.0,536.0,747.0,8495.0,3032.0,100.0,4694.0,9001.0,35.7,28.15,10.5,24661000.0
じげん,マザーズ,情報・通信業,情報通信・サービスその他 ,7534.0,2483.0,2475.0,1473.0,14116.0,6595.0,1213.0,4974.0,91982.0,46.7,28.78,12.83,55311000.0
タツミ,東証JQS,輸送用機器,自動車・輸送機 ,7541.0,408.0,383.0,246.0,8742.0,3821.0,715.0,2058.0,2472.0,43.7,6.42,3.01,6000000.0
ZOA,東証JQS,小売業,小売 ,7542.0,155.0,160.0,105.0,3867.0,2046.0,331.0,922.0,1851.0,52.9,4.95,2.34,2296500.0
ネポン,東証2部,金属製品,建設・資材 ,7544.0,269.0,252.0,147.0,6802.0,2070.0,601.0,1862.0,2586.0,30.4,7.36,2.22,12028480.0
東京自働機械製作所,東証2部,機械,機械 ,7567.0,207.0,351.0,266.0,8951.0,3779.0,954.0,1017.0,2396.0,42.2,7.37,2.84,14520000.0
アイドママーケティングコミュニケーション,東証1部,情報・通信業,情報通信・サービスその他 ,7574.0,838.0,822.0,564.0,4399.0,3023.0,513.0,76.0,9167.0,68.7,20.19,13.45,13520000.0
IGポート,東証JQS,情報・通信業,情報通信・サービスその他 ,7589.0,520.0,541.0,228.0,10205.0,4719.0,781.0,393.0,9625.0,46.2,4.94,2.52,5055400.0
JEUGIA,東証2部,小売業,小売 ,7644.0,96.0,88.0,31.0,5449.0,2263.0,957.0,1696.0,1332.0,41.5,1.37,0.57,8272500.0
銀座ルノアール,東証JQS,小売業,小売 ,7646.0,296.0,327.0,193.0,6776.0,5592.0,771.0,80.0,5577.0,82.5,3.5,2.87,6252004.0
ソフトブレーン,東証1部,情報・通信業,情報通信・サービスその他 ,7719.0,1014.0,1013.0,657.0,5355.0,3401.0,826.0,296.0,12784.0,63.5,21.4,13.47,30955000.0
アルデプロ,東証2部,不動産業,不動産 ,7733.0,820.0,-939.0,47.0,31438.0,4065.0,550.0,23183.0,33041.0,12.9,1.07,0.19,277657459.0
システムズ・デザイン,東証JQS,情報・通信業,情報通信・サービスその他 ,7783.0,139.0,153.0,43.0,5725.0,3776.0,333.0,215.0,3191.0,66.0,1.14,0.78,3940000.0
アサカ理研,東証JQS,非鉄金属,鉄鋼・非鉄 ,7790.0,224.0,189.0,227.0,5759.0,2527.0,504.0,2256.0,4414.0,43.9,9.33,4.03,2572300.0
アバールデータ,東証JQS,電気機器,電機・精密 ,7797.0,906.0,933.0,685.0,11742.0,8892.0,2354.0,24.0,14316.0,75.7,8.04,6.08,7417842.0
高橋カーテンウォール工業,東証JQS,建設業,建設・資材 ,7801.0,1180.0,1204.0,1527.0,11274.0,6825.0,100.0,1950.0,6047.0,60.5,24.4,13.17,9553011.0
暁飯島工業,東証JQS,建設業,建設・資材 ,7818.0,677.0,681.0,458.0,7285.0,3209.0,1408.0,1469.0,2651.0,44.0,15.1,6.5,2200000.0
サンユー建設,東証JQS,建設業,建設・資材 ,7820.0,678.0,701.0,484.0,12377.0,9682.0,310.0,300.0,3888.0,78.2,5.11,4.09,4000000.0
日本ルツボ,東証2部,ガラス・土石製品,建設・資材 ,7823.0,377.0,406.0,290.0,9772.0,3939.0,704.0,2729.0,3100.0,40.3,7.63,3.09,14090400.0
シグマ光機,東証JQS,精密機器,電機・精密 ,7846.0,912.0,1036.0,746.0,15077.0,12133.0,2623.0,367.0,11022.0,80.5,6.28,5.07,7811728.0
浅香工業,東証2部,その他製品,情報通信・サービスその他 ,7879.0,27.0,45.0,22.0,5585.0,2723.0,829.0,1028.0,1981.0,48.8,0.83,0.39,10370800.0
東栄リーファーライン,東証JQS,海運業,運輸・物流 ,7885.0,618.0,649.0,454.0,11845.0,4796.0,890.0,5072.0,2535.0,40.5,9.76,3.79,6050000.0
セコニックホールディングス,東証2部,機械,機械 ,7887.0,305.0,177.0,158.0,8468.0,5310.0,1609.0,1181.0,2421.0,62.7,3.06,1.85,1880000.0
フレンドリー,東証2部,小売業,小売 ,7890.0,-153.0,-144.0,-356.0,4773.0,1034.0,4175.0,2681.0,2965.0,21.7,-29.62,-7.06,13599281.0
タカトリ,東証2部,機械,機械 ,7918.0,169.0,335.0,261.0,8086.0,4707.0,963.0,1062.0,4541.0,58.2,5.67,3.25,5491490.0
興研,東証JQS,その他製品,情報通信・サービスその他 ,7936.0,634.0,554.0,388.0,16504.0,8944.0,674.0,5726.0,9458.0,54.2,4.37,2.37,5104003.0
日東化工,東証2部,ゴム製品,自動車・輸送機 ,7949.0,315.0,304.0,330.0,6142.0,2366.0,1920.0,1749.0,3418.0,38.5,15.0,5.12,38400000.0
カルラ,東証JQS,小売業,小売 ,7959.0,183.0,193.0,45.0,6186.0,3146.0,1238.0,2298.0,2770.0,50.9,1.43,0.72,6021112.0
アゴーラ・ホスピタリティー・グループ,東証1部,サービス業,情報通信・サービスその他 ,7961.0,258.0,162.0,450.0,15935.0,8103.0,11450.0,4063.0,9860.0,50.9,5.71,2.72,281708934.0
ミナトホールディングス,東証JQS,電気機器,電機・精密 ,7981.0,119.0,71.0,11.0,6679.0,2153.0,962.0,3637.0,3917.0,32.2,0.54,0.22,36603832.0
増田製粉所,東証2部,食料品,食品 ,8000.0,463.0,531.0,331.0,7657.0,4309.0,500.0,1798.0,3680.0,56.3,7.99,4.32,10000000.0
NITTOH,名証2部,建設業,建設・資材 ,8004.0,360.0,386.0,269.0,4596.0,2945.0,186.0,50.0,2205.0,64.1,9.49,5.93,4060360.0
鉄人化計画,東証2部,サービス業,情報通信・サービスその他 ,8025.0,107.0,183.0,-349.0,7540.0,1593.0,743.0,4785.0,2575.0,21.1,-19.26,-4.09,6687200.0
日本精密,東証JQS,精密機器,電機・精密 ,8072.0,-357.0,-480.0,-339.0,6591.0,2250.0,1868.0,3338.0,2834.0,34.1,-14.24,-5.01,18768999.0
スーパーツール,東証JQS,金属製品,建設・資材 ,8086.0,787.0,702.0,463.0,12038.0,8199.0,1898.0,1147.0,4589.0,68.1,5.78,3.94,10405480.0
エヌアイシ・オートテック,東証JQS,非鉄金属,鉄鋼・非鉄 ,8088.0,832.0,833.0,551.0,7214.0,4157.0,156.0,100.0,12227.0,57.6,14.09,8.54,5500000.0
和弘食品,東証JQS,食料品,食品 ,8094.0,78.0,63.0,-55.0,7162.0,4043.0,1413.0,1259.0,2810.0,56.5,-1.34,-0.79,9493193.0
日本パワーファスニング,東証2部,金属製品,建設・資材 ,8102.0,140.0,33.0,3.0,10277.0,3730.0,2550.0,4065.0,3513.0,36.3,0.08,0.03,18688540.0
昭和化学工業,東証2部,化学,素材・化学 ,8114.0,635.0,775.0,462.0,11127.0,4266.0,598.0,4266.0,5163.0,38.3,11.61,4.23,11979000.0
タクミナ,東証2部,機械,機械 ,8115.0,934.0,989.0,700.0,10024.0,5722.0,892.0,846.0,15388.0,57.1,12.76,7.14,7728540.0
CEホールディングス,東証1部,情報・通信業,情報通信・サービスその他 ,8125.0,170.0,222.0,113.0,5079.0,3745.0,1136.0,262.0,4748.0,73.7,3.01,2.17,3703700.0
ミサワ,東証1部,小売業,小売 ,8147.0,-179.0,-215.0,-416.0,4220.0,1379.0,380.0,1530.0,3199.0,32.7,-26.37,-10.05,7109400.0
平賀,東証JQS,その他製品,情報通信・サービスその他 ,8170.0,352.0,383.0,247.0,5082.0,2380.0,434.0,410.0,1911.0,46.8,10.92,4.87,4015585.0
KTC,東証2部,金属製品,建設・資材 ,8192.0,668.0,681.0,452.0,13074.0,9170.0,1032.0,1029.0,5042.0,70.1,5.04,3.49,12387178.0
サンワカンパニー,マザーズ,小売業,小売 ,8202.0,298.0,279.0,151.0,4124.0,1838.0,391.0,1031.0,6568.0,44.6,8.22,3.66,15981000.0
ムラキ,東証JQS,卸売業,商社・卸売 ,8218.0,-148.0,-138.0,-195.0,4670.0,2126.0,1910.0,1117.0,1691.0,45.5,-8.72,-4.06,14700000.0
ダイサン,東証2部,サービス業,情報通信・サービスその他 ,8259.0,722.0,736.0,480.0,7939.0,6457.0,566.0,41.0,6430.0,81.3,7.62,6.03,7618000.0
レノバ,マザーズ,電気・ガス業,電力・ガス ,8265.0,2794.0,1845.0,2023.0,53915.0,6714.0,1953.0,40402.0,21600.0,12.5,37.84,3.83,18383100.0
SDエンターテイメント,東証JQS,サービス業,情報通信・サービスその他 ,8281.0,188.0,52.0,20.0,10448.0,2313.0,227.0,5759.0,10338.0,22.1,0.9,0.2,8997000.0
リベレステ,東証JQS,不動産業,不動産 ,8289.0,1070.0,1054.0,872.0,16384.0,10813.0,2000.0,4218.0,10527.0,66.0,8.22,5.29,11990000.0
協立エアテック,東証JQS,金属製品,建設・資材 ,8292.0,572.0,605.0,437.0,10046.0,5004.0,1683.0,1800.0,4050.0,49.8,8.97,4.42,6000000.0
サイボー,東証2部,繊維製品,素材・化学 ,8300.0,822.0,988.0,824.0,28067.0,14745.0,1402.0,1988.0,6776.0,52.5,5.78,2.97,14000000.0
CDS,東証1部,サービス業,情報通信・サービスその他 ,8327.0,1028.0,1030.0,581.0,6335.0,4653.0,940.0,315.0,8704.0,73.4,12.92,9.27,6924400.0
東京コスモス電機,東証2部,電気機器,電機・精密 ,8340.0,431.0,129.0,87.0,11959.0,3571.0,1277.0,4024.0,4538.0,29.9,2.47,0.81,15812500.0
リニカル,東証1部,サービス業,情報通信・サービスその他 ,8355.0,2128.0,2076.0,1447.0,8300.0,4096.0,214.0,1072.0,37580.0,49.3,40.69,18.77,24740000.0
京極運輸商事,東証JQS,陸運業,運輸・物流 ,8359.0,178.0,223.0,156.0,7349.0,3282.0,160.0,1500.0,1334.0,44.7,4.98,2.21,3200000.0
赤阪鐵工所,東証2部,機械,機械 ,8364.0,293.0,334.0,233.0,12380.0,8307.0,1510.0,627.0,2988.0,67.1,2.86,1.92,15400000.0
フジコピアン,東証2部,その他製品,情報通信・サービスその他 ,8369.0,321.0,217.0,184.0,17849.0,9612.0,4791.0,4920.0,3158.0,53.9,1.93,1.02,1789487.0
ドリコム,マザーズ,情報・通信業,情報通信・サービスその他 ,8388.0,932.0,844.0,814.0,6819.0,3202.0,1694.0,1166.0,40239.0,47.0,35.44,16.09,28742000.0
日本出版貿易,東証JQS,卸売業,商社・卸売 ,8390.0,77.0,68.0,38.0,6043.0,1434.0,430.0,1133.0,1113.0,23.7,2.62,0.61,7000000.0
大研医器,東証1部,精密機器,電機・精密 ,8399.0,1711.0,1714.0,1246.0,11007.0,7274.0,495.0,1389.0,24803.0,66.1,18.08,11.79,31840000.0
JESCOホールディングス,東証2部,建設業,建設・資材 ,8416.0,273.0,273.0,247.0,8675.0,2080.0,914.0,3326.0,2922.0,24.0,15.87,3.16,6338900.0
ヤマシナ,東証2部,金属製品,建設・資材 ,8427.0,427.0,458.0,441.0,14155.0,9783.0,90.0,1393.0,10340.0,69.1,4.58,3.14,143611765.0
ケアサービス,東証JQG,サービス業,情報通信・サービスその他 ,8435.0,234.0,289.0,156.0,2811.0,1321.0,205.0,561.0,4956.0,47.0,12.27,5.48,2100000.0
ニッキ,東証2部,輸送用機器,自動車・輸送機 ,8439.0,501.0,584.0,492.0,12911.0,6505.0,500.0,2479.0,4550.0,50.4,7.76,3.79,10000000.0
東洋電機,名証2部,電気機器,電機・精密 ,8452.0,362.0,423.0,288.0,10362.0,5464.0,1037.0,1857.0,4671.0,52.7,5.34,2.78,4694475.0
ランシステム,東証JQS,サービス業,情報通信・サービスその他 ,8466.0,94.0,101.0,-226.0,5460.0,1725.0,803.0,2473.0,1853.0,31.6,-12.05,-4.39,2070900.0
Hamee,東証1部,小売業,小売 ,8502.0,1106.0,1048.0,695.0,4240.0,2697.0,528.0,467.0,31501.0,63.6,29.64,19.16,15917600.0
ジェイエスエス,東証JQS,サービス業,情報通信・サービスその他 ,8514.0,567.0,538.0,341.0,5938.0,2265.0,330.0,1726.0,3978.0,38.1,16.15,6.09,4026056.0
東亜バルブエンジニアリング,東証2部,機械,機械 ,8520.0,247.0,295.0,231.0,10794.0,7076.0,1739.0,927.0,3380.0,65.6,3.27,2.07,2678600.0
ありがとうサービス,東証JQS,小売業,小売 ,8524.0,390.0,401.0,233.0,4745.0,1886.0,547.0,1615.0,2709.0,39.7,12.83,5.16,953600.0
ベリテ,東証2部,小売業,小売 ,8537.0,293.0,277.0,260.0,8197.0,5598.0,3972.0,1100.0,5392.0,68.3,4.69,3.15,27230825.0
富士ソフトサービスビューロ,東証JQS,サービス業,情報通信・サービスその他 ,8546.0,270.0,284.0,209.0,3580.0,1757.0,354.0,182.0,3128.0,49.1,12.48,6.37,2250000.0
バッファロー,東証JQS,小売業,小売 ,8556.0,183.0,236.0,-17.0,6211.0,4359.0,510.0,572.0,1909.0,70.2,-0.39,-0.28,2097533.0
キャリアデザインセンター,東証1部,サービス業,情報通信・サービスその他 ,8569.0,1005.0,1009.0,674.0,4401.0,2766.0,558.0,204.0,11696.0,62.8,26.43,16.1,7054400.0
ジオマテック,東証JQS,電気機器,電機・精密 ,8598.0,145.0,224.0,-2266.0,30901.0,16277.0,4043.0,2029.0,9281.0,52.7,-12.89,-7.45,9152400.0
アイル,東証JQG,情報・通信業,情報通信・サービスその他 ,8621.0,432.0,455.0,299.0,5565.0,2155.0,354.0,851.0,8208.0,38.7,14.76,5.67,6260714.0
セフテック,東証JQS,卸売業,商社・卸売 ,8622.0,440.0,421.0,270.0,9578.0,4169.0,886.0,3301.0,2610.0,43.5,6.62,2.87,5000000.0
昭和真空,東証JQS,機械,機械 ,8640.0,938.0,898.0,710.0,11787.0,7292.0,2177.0,611.0,12433.0,61.9,10.03,6.01,6499000.0
旭松食品,東証2部,食料品,食品 ,8661.0,220.0,254.0,224.0,9261.0,6434.0,1617.0,947.0,3866.0,69.5,3.54,2.42,9382943.0
LITALICO,東証1部,サービス業,情報通信・サービスその他 ,8729.0,669.0,650.0,419.0,4144.0,1736.0,334.0,1260.0,27930.0,41.9,27.53,10.8,17445400.0
フリージア・マクロス,東証2部,機械,機械 ,8744.0,594.0,574.0,879.0,19743.0,6184.0,2077.0,6009.0,11726.0,31.3,15.02,4.57,450993208.0
ジャパンエンジンコーポレーション,東証2部,輸送用機器,自動車・輸送機 ,8749.0,-466.0,-464.0,-464.0,10717.0,4368.0,2215.0,2001.0,4256.0,40.8,-10.07,-4.14,28000000.0
三ッ星,東証JQS,非鉄金属,鉄鋼・非鉄 ,8762.0,505.0,483.0,358.0,9139.0,4662.0,1136.0,1893.0,2464.0,51.0,8.01,3.87,6333276.0
三機サービス,東証1部,サービス業,情報通信・サービスその他 ,8777.0,538.0,533.0,360.0,3472.0,1697.0,383.0,219.0,7233.0,48.9,23.08,10.96,5589285.0
ショクブン,東証2部,小売業,小売 ,8791.0,192.0,147.0,101.0,8439.0,2051.0,1148.0,5221.0,5537.0,24.3,4.95,1.22,11856669.0
大宝運輸,名証2部,陸運業,運輸・物流 ,8812.0,314.0,339.0,232.0,7825.0,5812.0,1140.0,262.0,2914.0,74.3,4.06,2.92,756000.0
タカセ,東証JQS,陸運業,運輸・物流 ,8830.0,-115.0,-142.0,-410.0,9190.0,5940.0,2133.0,1730.0,2077.0,64.6,-6.64,-4.45,10545133.0
きちり,東証1部,小売業,小売 ,8845.0,318.0,317.0,170.0,4426.0,1829.0,381.0,1559.0,7385.0,41.3,9.96,4.03,10550400.0
RS Technologies,東証1部,金属製品,建設・資材 ,8849.0,1557.0,1450.0,869.0,10859.0,3535.0,629.0,5147.0,45594.0,32.6,28.15,8.44,11134000.0
ナンシン,東証JQS,輸送用機器,自動車・輸送機 ,8853.0,1015.0,1119.0,802.0,13400.0,9923.0,1696.0,500.0,4725.0,74.1,8.43,6.09,7708000.0
日本エアーテック,東証1部,機械,機械 ,8858.0,396.0,514.0,331.0,14016.0,9153.0,1501.0,769.0,7375.0,65.3,3.64,2.41,9060500.0
メタップス,マザーズ,サービス業,情報通信・サービスその他 ,8886.0,-310.0,-553.0,-817.0,16910.0,7008.0,4663.0,1998.0,42684.0,41.4,-10.89,-6.24,12974010.0
カネヨウ,東証2部,卸売業,商社・卸売 ,8890.0,160.0,126.0,144.0,4571.0,1203.0,703.0,1008.0,2208.0,26.3,12.83,3.02,14066208.0
スパークス・グループ,東証JQS,証券、商品先物取引業,金融（除く銀行） ,8907.0,3169.0,3179.0,2346.0,23541.0,15695.0,8581.0,5000.0,43170.0,66.7,15.67,10.61,209562300.0
ニッカトー,東証1部,ガラス・土石製品,建設・資材 ,8919.0,667.0,703.0,477.0,13644.0,9855.0,1320.0,656.0,7476.0,72.2,5.0,3.62,12135695.0
フジコー,東証JQS,繊維製品,素材・化学 ,8926.0,176.0,271.0,179.0,12960.0,9319.0,1716.0,929.0,3250.0,71.9,1.94,1.39,5000000.0
特殊電極,東証JQS,金属製品,建設・資材 ,8939.0,585.0,599.0,477.0,7678.0,3998.0,484.0,90.0,3044.0,52.1,12.61,6.5,801000.0
オービス,東証JQS,その他製品,情報通信・サービスその他 ,8957.0,579.0,547.0,523.0,10058.0,2300.0,684.0,5700.0,2078.0,22.9,25.59,5.57,1732000.0
